customerid,salespersonid,average,sum
18767,,2657.1250000000000000,5314.2500
18766,,2376.3750000000000000,4752.7500
18765,,119.9800000000000000,119.9800
18764,,69.9900000000000000,69.9900
18763,,61.9800000000000000,123.9600
18762,,1764.9600000000000000,1764.9600
18761,,13.9800000000000000,13.9800
18760,,54.9800000000000000,54.9800
18759,,100.6766666666666667,302.0300
18758,,52.8366666666666667,158.5100
18757,,78.9800000000000000,78.9800
18756,,64.2050000000000000,128.4100
18755,,43.4800000000000000,86.9600
18754,,69.9900000000000000,69.9900
18753,,123.9800000000000000,123.9800
18752,,119.9800000000000000,119.9800
18751,,39.9800000000000000,39.9800
18750,,4.9900000000000000,4.9900
18749,,68.2700000000000000,204.8100
18748,,60.4700000000000000,60.4700
18747,,3044.7950000000000000,6089.5900
18746,,3067.5450000000000000,6135.0900
18745,,39.1300000000000000,78.2600
18744,,16.1100000000000000,32.2200
18743,,33.6050000000000000,67.2100
18742,,12.1350000000000000,24.2700
18741,,60.4700000000000000,60.4700
18740,,3028.3050000000000000,6056.6100
18739,,2685.8700000000000000,5371.7400
18738,,3044.7950000000000000,6089.5900
18737,,3010.8100000000000000,6021.6200
18736,,3017.8000000000000000,6035.6000
18735,,3010.8100000000000000,6021.6200
18734,,12.1350000000000000,24.2700
18733,,12.1350000000000000,24.2700
18732,,114.4600000000000000,114.4600
18731,,3027.0300000000000000,6054.0600
18730,,19.6250000000000000,39.2500
18729,,2666.6250000000000000,5333.2500
18728,,28.3550000000000000,56.7100
18727,,43.1350000000000000,86.2700
18726,,2657.1250000000000000,5314.2500
18725,,3022.2950000000000000,6044.5900
18724,,3028.2550000000000000,6056.5100
18723,,2639.6300000000000000,5279.2600
18722,,2666.6250000000000000,5333.2500
18721,,2666.6250000000000000,5333.2500
18720,,43.1350000000000000,86.2700
18719,,44.4850000000000000,88.9700
18718,,3017.8000000000000000,6035.6000
18717,,43.6050000000000000,87.2100
18716,,3010.8100000000000000,6021.6200
18715,,61.9800000000000000,123.9600
18714,,12.1350000000000000,24.2700
18713,,118.6300000000000000,237.2600
18712,,12.1350000000000000,24.2700
18711,,43.1050000000000000,86.2100
18710,,3049.2900000000000000,6098.5800
18709,,3049.2700000000000000,6098.5400
18708,,3028.2550000000000000,6056.5100
18707,,61.3800000000000000,122.7600
18706,,3030.2500000000000000,6060.5000
18705,,29.6300000000000000,59.2600
18704,,16.6300000000000000,33.2600
18703,,2657.1250000000000000,5314.2500
18702,,2666.6250000000000000,5333.2500
18701,,2678.8700000000000000,5357.7400
18700,,2664.1150000000000000,5328.2300
18699,,2654.1200000000000000,5308.2400
18698,,2657.1250000000000000,5314.2500
18697,,2639.6300000000000000,5279.2600
18696,,3074.7850000000000000,6149.5700
18695,,3014.7850000000000000,6029.5700
18694,,3017.8000000000000000,6035.6000
18693,,3010.8100000000000000,6021.6200
18692,,3017.8000000000000000,6035.6000
18691,,3035.2950000000000000,6070.5900
18690,,119.9800000000000000,119.9800
18689,,78.9800000000000000,78.9800
18688,,78.9800000000000000,78.9800
18687,,94.4800000000000000,94.4800
18686,,45.9750000000000000,91.9500
18685,,62.2300000000000000,124.4600
18684,,1754.9800000000000000,1754.9800
18683,,78.9800000000000000,78.9800
18682,,69.9900000000000000,69.9900
18681,,69.9900000000000000,69.9900
18680,,1735.9800000000000000,1735.9800
18679,,1700.9900000000000000,1700.9900
18678,,78.9800000000000000,78.9800
18677,,30.4800000000000000,60.9600
18676,,119.9800000000000000,119.9800
18675,,128.9700000000000000,128.9700
18674,,72.9800000000000000,145.9600
18673,,128.9700000000000000,128.9700
18672,,128.9700000000000000,128.9700
18671,,69.9900000000000000,69.9900
18670,,1723.9600000000000000,1723.9600
18669,,69.9900000000000000,69.9900
18668,,4.9900000000000000,4.9900
18667,,12.9400000000000000,12.9400
18666,,58.9800000000000000,58.9800
18665,,67.9300000000000000,67.9300
18664,,13.9800000000000000,13.9800
18663,,13.9800000000000000,13.9800
18662,,39.9800000000000000,39.9800
18661,,4.9900000000000000,4.9900
18660,,69.9900000000000000,69.9900
18659,,78.9800000000000000,78.9800
18658,,58.9800000000000000,58.9800
18657,,4.9900000000000000,4.9900
18656,,564.4800000000000000,564.4800
18655,,1735.9800000000000000,1735.9800
18654,,1775.9700000000000000,1775.9700
18653,,553.9700000000000000,553.9700
18652,,13.9800000000000000,13.9800
18651,,607.9600000000000000,607.9600
18650,,561.4800000000000000,561.4800
18649,,603.4900000000000000,603.4900
18648,,556.9300000000000000,556.9300
18647,,599.4700000000000000,599.4700
18646,,1735.9800000000000000,1735.9800
18645,,1700.9900000000000000,1700.9900
18644,,67.7200000000000000,135.4400
18643,,2319.9900000000000000,2319.9900
18642,,108.2000000000000000,216.4000
18641,,1120.4900000000000000,1120.4900
18640,,39.9800000000000000,39.9800
18639,,1700.9900000000000000,1700.9900
18638,,1760.4700000000000000,1760.4700
18637,,60.9700000000000000,121.9400
18636,,58.9800000000000000,58.9800
18635,,162.9900000000000000,162.9900
18634,,1213.6841000000000000,2427.3682
18633,,1396.7512500000000000,2793.5025
18632,,32.2700000000000000,32.2700
18631,,24.9900000000000000,24.9900
18630,,48.9700000000000000,48.9700
18629,,24.9900000000000000,24.9900
18628,,128.9500000000000000,128.9500
18627,,1513.6600000000000000,3027.3200
18626,,1548.2491666666666667,4644.7475
18625,,1376.9112500000000000,2753.8225
18624,,29.9900000000000000,29.9900
18623,,37.2700000000000000,37.2700
18622,,64.9700000000000000,64.9700
18621,,1516.6650000000000000,3033.3300
18620,,1500.5212500000000000,3001.0425
18619,,38.9800000000000000,38.9800
18618,,32.2800000000000000,32.2800
18617,,1147.7700000000000000,1147.7700
18616,,1729.9700000000000000,1729.9700
18615,,2334.9700000000000000,2334.9700
18614,,2319.9900000000000000,2319.9900
18613,,2341.9700000000000000,2341.9700
18612,,119.9800000000000000,119.9800
18611,,2391.9400000000000000,2391.9400
18610,,2297.2800000000000000,2297.2800
18609,,1785.9700000000000000,1785.9700
18608,,1714.9700000000000000,1714.9700
18607,,1750.9800000000000000,1750.9800
18606,,1750.9800000000000000,1750.9800
18605,,1735.9800000000000000,1735.9800
18604,,29.6250000000000000,59.2500
18603,,1205.4700000000000000,1205.4700
18602,,119.9800000000000000,119.9800
18601,,69.9900000000000000,69.9900
18600,,25.9850000000000000,51.9700
18599,,78.9800000000000000,78.9800
18598,,1700.9900000000000000,1700.9900
18597,,1760.4700000000000000,1760.4700
18596,,1775.4700000000000000,1775.4700
18595,,2329.9900000000000000,2329.9900
18594,,2325.9600000000000000,2325.9600
18593,,69.9900000000000000,69.9900
18592,,2294.9900000000000000,2294.9900
18591,,119.9800000000000000,119.9800
18590,,119.9800000000000000,119.9800
18589,,1768.9600000000000000,1768.9600
18588,,119.9800000000000000,119.9800
18587,,69.9900000000000000,69.9900
18586,,2322.2800000000000000,2322.2800
18585,,78.9800000000000000,78.9800
18584,,123.9800000000000000,123.9800
18583,,119.9800000000000000,119.9800
18582,,2318.9600000000000000,2318.9600
18581,,2351.9600000000000000,2351.9600
18580,,1170.4800000000000000,1170.4800
18579,,69.9900000000000000,69.9900
18578,,2351.9600000000000000,2351.9600
18577,,69.9900000000000000,69.9900
18576,,78.9800000000000000,78.9800
18575,,78.9800000000000000,78.9800
18574,,39.9800000000000000,39.9800
18573,,41.8700000000000000,83.7400
18572,,13.9800000000000000,13.9800
18571,,1120.4900000000000000,1120.4900
18570,,1174.4800000000000000,1174.4800
18569,,4.9900000000000000,4.9900
18568,,1732.2600000000000000,1732.2600
18567,,1700.9900000000000000,1700.9900
18566,,2379.4800000000000000,2379.4800
18565,,1789.4500000000000000,1789.4500
18564,,1714.9700000000000000,1714.9700
18563,,1750.9800000000000000,1750.9800
18562,,1732.2600000000000000,1732.2600
18561,,2389.9600000000000000,2389.9600
18560,,2366.9600000000000000,2366.9600
18559,,1735.9800000000000000,1735.9800
18558,,1750.9800000000000000,1750.9800
18557,,1179.4700000000000000,1179.4700
18556,,1700.9900000000000000,1700.9900
18555,,4.9900000000000000,4.9900
18554,,77.7250000000000000,155.4500
18553,,1700.9900000000000000,1700.9900
18552,,4.9900000000000000,4.9900
18551,,1709.9800000000000000,1709.9800
18550,,64.4700000000000000,64.4700
18549,,1169.4600000000000000,1169.4600
18548,,1754.9800000000000000,1754.9800
18547,,2351.9600000000000000,2351.9600
18546,,29.4800000000000000,29.4800
18545,,1725.9800000000000000,1725.9800
18544,,1155.4800000000000000,1155.4800
18543,,1735.9800000000000000,1735.9800
18542,,123.9800000000000000,123.9800
18541,,47.1300000000000000,94.2600
18540,,2401.4500000000000000,2401.4500
18539,,2356.9500000000000000,2356.9500
18538,,2319.9900000000000000,2319.9900
18537,,2294.9900000000000000,2294.9900
18536,,54.9800000000000000,54.9800
18535,,25.9850000000000000,51.9700
18534,,54.9800000000000000,54.9800
18533,,2405.4700000000000000,2405.4700
18532,,2345.2200000000000000,2345.2200
18531,,4.9900000000000000,4.9900
18530,,113.9700000000000000,113.9700
18529,,39.9800000000000000,39.9800
18528,,2381.9400000000000000,2381.9400
18527,,2319.9900000000000000,2319.9900
18526,,2317.9200000000000000,2317.9200
18525,,1735.9800000000000000,1735.9800
18524,,97.9750000000000000,195.9500
18523,,80.4700000000000000,160.9400
18522,,69.9900000000000000,69.9900
18521,,119.9800000000000000,119.9800
18520,,78.9800000000000000,78.9800
18519,,2362.2700000000000000,2362.2700
18518,,2379.9500000000000000,2379.9500
18517,,78.9800000000000000,78.9800
18516,,2404.9100000000000000,2404.9100
18515,,2396.9400000000000000,2396.9400
18514,,2389.9600000000000000,2389.9600
18513,,2341.9700000000000000,2341.9700
18512,,2349.9800000000000000,2349.9800
18511,,2465.9300000000000000,2465.9300
18510,,4.9900000000000000,4.9900
18509,,59.9800000000000000,59.9800
18508,,2359.9600000000000000,2359.9600
18507,,103.4800000000000000,103.4800
18506,,50.9700000000000000,101.9400
18505,,13.9800000000000000,13.9800
18504,,128.9700000000000000,128.9700
18503,,123.9800000000000000,123.9800
18502,,1760.4700000000000000,1760.4700
18501,,1750.9800000000000000,1750.9800
18500,,39.9800000000000000,39.9800
18499,,4.9900000000000000,4.9900
18498,,54.9800000000000000,54.9800
18497,,2329.9800000000000000,2329.9800
18496,,3060.8550000000000000,6121.7100
18495,,3010.8100000000000000,6021.6200
18494,,3018.9450000000000000,6037.8900
18493,,3014.7850000000000000,6029.5700
18492,,109.1300000000000000,218.2600
18491,,3028.3050000000000000,6056.6100
18490,,3014.7850000000000000,6029.5700
18489,,3040.5500000000000000,6081.1000
18488,,3028.3050000000000000,6056.6100
18487,,3010.8100000000000000,6021.6200
18486,,3010.8100000000000000,6021.6200
18485,,3031.6050000000000000,6063.2100
18484,,3046.6000000000000000,6093.2000
18483,,3028.3050000000000000,6056.6100
18482,,3015.3050000000000000,6030.6100
18481,,2318.9600000000000000,2318.9600
18480,,2329.9900000000000000,2329.9900
18479,,2351.9600000000000000,2351.9600
18478,,2380.4700000000000000,2380.4700
18477,,13.9800000000000000,13.9800
18476,,616.9100000000000000,616.9100
18475,,616.9100000000000000,616.9100
18474,,39.9800000000000000,39.9800
18473,,127.2800000000000000,127.2800
18472,,79.4700000000000000,79.4700
18471,,539.9900000000000000,539.9900
18470,,3010.8100000000000000,6021.6200
18469,,3010.8100000000000000,6021.6200
18468,,2666.6250000000000000,5333.2500
18467,,2639.6300000000000000,5279.2600
18466,,48.9800000000000000,97.9600
18465,,2376.3750000000000000,4752.7500
18464,,2349.3800000000000000,4698.7600
18463,,2363.0200000000000000,4726.0400
18462,,2376.3750000000000000,4752.7500
18461,,2374.1200000000000000,4748.2400
18460,,2341.9700000000000000,2341.9700
18459,,588.9600000000000000,588.9600
18458,,2366.8750000000000000,4733.7500
18457,,2413.1150000000000000,4826.2300
18456,,12.9400000000000000,12.9400
18455,,64.4700000000000000,64.4700
18454,,68.4900000000000000,68.4900
18453,,4.9900000000000000,4.9900
18452,,2376.3750000000000000,4752.7500
18451,,75.4700000000000000,75.4700
18450,,25.4800000000000000,25.4800
18449,,50.4700000000000000,100.9400
18448,,1735.9800000000000000,1735.9800
18447,,21.4900000000000000,21.4900
18446,,21.4900000000000000,21.4900
18445,,21.4900000000000000,21.4900
18444,,25.4800000000000000,25.4800
18443,,60.4700000000000000,60.4700
18442,,2312.2600000000000000,2312.2600
18441,,2380.4700000000000000,2380.4700
18440,,1775.4700000000000000,1775.4700
18439,,1700.9900000000000000,1700.9900
18438,,1709.9800000000000000,1709.9800
18437,,2359.9800000000000000,2359.9800
18436,,2294.9900000000000000,2294.9900
18435,,2376.9600000000000000,2376.9600
18434,,4.9900000000000000,4.9900
18433,,2329.9800000000000000,2329.9800
18432,,2350.9600000000000000,2350.9600
18431,,1754.9800000000000000,1754.9800
18430,,1775.4700000000000000,1775.4700
18429,,2341.9700000000000000,2341.9700
18428,,2332.2800000000000000,2332.2800
18427,,2334.4600000000000000,2334.4600
18426,,2362.2700000000000000,2362.2700
18425,,4.9900000000000000,4.9900
18424,,4.9900000000000000,4.9900
18423,,4.9900000000000000,4.9900
18422,,2351.9600000000000000,2351.9600
18421,,4.9900000000000000,4.9900
18420,,2414.9900000000000000,2414.9900
18419,,39.9800000000000000,39.9800
18418,,2322.2800000000000000,2322.2800
18417,,39.9800000000000000,39.9800
18416,,2369.9600000000000000,2369.9600
18415,,2454.9800000000000000,2454.9800
18414,,1760.4700000000000000,1760.4700
18413,,2395.9600000000000000,2395.9600
18412,,2319.9900000000000000,2319.9900
18411,,28.4800000000000000,56.9600
18410,,58.9800000000000000,58.9800
18409,,1728.2700000000000000,1728.2700
18408,,12.9400000000000000,12.9400
18407,,31.6250000000000000,63.2500
18406,,2354.9900000000000000,2354.9900
18405,,4.9900000000000000,4.9900
18404,,4.9900000000000000,4.9900
18403,,2318.9600000000000000,2318.9600
18402,,4.9900000000000000,4.9900
18401,,2294.9900000000000000,2294.9900
18400,,2409.9500000000000000,2409.9500
18399,,2334.9700000000000000,2334.9700
18398,,2350.9600000000000000,2350.9600
18397,,4.9900000000000000,4.9900
18396,,29.4800000000000000,29.4800
18395,,2374.9800000000000000,2374.9800
18394,,2297.2800000000000000,2297.2800
18393,,2294.9900000000000000,2294.9900
18392,,2342.9300000000000000,2342.9300
18391,,50.4800000000000000,100.9600
18390,,70.9800000000000000,141.9600
18389,,2401.4500000000000000,2401.4500
18388,,2337.2700000000000000,2337.2700
18387,,4.9900000000000000,4.9900
18386,,2309.9700000000000000,2309.9700
18385,,4.9900000000000000,4.9900
18384,,103.4800000000000000,103.4800
18383,,13.9800000000000000,13.9800
18382,,102.4700000000000000,204.9400
18381,,2359.4600000000000000,2359.4600
18380,,12.9400000000000000,12.9400
18379,,2362.2700000000000000,2362.2700
18378,,2439.9900000000000000,2439.9900
18377,,2394.9700000000000000,2394.9700
18376,,2369.9700000000000000,2369.9700
18375,,2344.9600000000000000,2344.9600
18374,,12.9400000000000000,12.9400
18373,,1763.9700000000000000,1763.9700
18372,,1760.4700000000000000,1760.4700
18371,,1754.9800000000000000,1754.9800
18370,,1700.9900000000000000,1700.9900
18369,,1725.9800000000000000,1725.9800
18368,,1754.9800000000000000,1754.9800
18367,,21.4900000000000000,21.4900
18366,,1775.4700000000000000,1775.4700
18365,,39.9800000000000000,39.9800
18364,,124.9900000000000000,124.9900
18363,,1700.9900000000000000,1700.9900
18362,,1725.2100000000000000,1725.2100
18361,,1750.9800000000000000,1750.9800
18360,,1750.9800000000000000,1750.9800
18359,,68.4900000000000000,68.4900
18358,,39.9800000000000000,39.9800
18357,,2309.9700000000000000,2309.9700
18356,,74.9550000000000000,149.9100
18355,,75.4750000000000000,150.9500
18354,,132.9400000000000000,132.9400
18353,,2316.9700000000000000,2316.9700
18352,,2334.9800000000000000,2334.9800
18351,,2319.9900000000000000,2319.9900
18350,,1735.9800000000000000,1735.9800
18349,,39.9800000000000000,39.9800
18348,,29.4800000000000000,29.4800
18347,,39.9800000000000000,39.9800
18346,,13.9800000000000000,13.9800
18345,,57.7350000000000000,115.4700
18344,,1759.9700000000000000,1759.9700
18343,,39.9800000000000000,39.9800
18342,,39.9800000000000000,39.9800
18341,,67.9300000000000000,67.9300
18340,,39.9800000000000000,39.9800
18339,,13.9800000000000000,13.9800
18338,,3062.2900000000000000,6124.5800
18337,,3010.8100000000000000,6021.6200
18336,,3072.5350000000000000,6145.0700
18335,,3017.8000000000000000,6035.6000
18334,,2349.3800000000000000,4698.7600
18333,,27.7700000000000000,27.7700
18332,,2376.3750000000000000,4752.7500
18331,,2376.3750000000000000,4752.7500
18330,,44.4850000000000000,88.9700
18329,,48.8433333333333333,146.5300
18328,,7.2800000000000000,7.2800
18327,,13.9800000000000000,13.9800
18326,,48.9800000000000000,97.9600
18325,,54.4250000000000000,108.8500
18324,,1735.9800000000000000,1735.9800
18323,,39.9800000000000000,39.9800
18322,,49.6300000000000000,148.8900
18321,,12.9400000000000000,12.9400
18320,,74.3966666666666667,223.1900
18319,,60.4700000000000000,60.4700
18318,,1760.4700000000000000,1760.4700
18317,,28.2466666666666667,84.7400
18316,,7.2800000000000000,7.2800
18315,,7.2800000000000000,7.2800
18314,,38.5766666666666667,115.7300
18313,,7.2800000000000000,7.2800
18312,,15.2300000000000000,15.2300
18311,,13.9800000000000000,13.9800
18310,,21.4900000000000000,21.4900
18309,,3045.2950000000000000,6090.5900
18308,,3018.9450000000000000,6037.8900
18307,,3010.8100000000000000,6021.6200
18306,,43.8850000000000000,87.7700
18305,,80.2750000000000000,160.5500
18304,,13.2800000000000000,26.5600
18303,,3015.3050000000000000,6030.6100
18302,,3014.7850000000000000,6029.5700
18301,,3028.3050000000000000,6056.6100
18300,,32.4400000000000000,64.8800
18299,,16.1100000000000000,32.2200
18298,,12.1350000000000000,24.2700
18297,,3059.7950000000000000,6119.5900
18296,,3058.8450000000000000,6117.6900
18295,,72.1350000000000000,144.2700
18294,,39.1300000000000000,78.2600
18293,,37.1200000000000000,74.2400
18292,,19.6250000000000000,39.2500
18291,,15.4850000000000000,30.9700
18290,,42.4800000000000000,84.9600
18289,,47.2350000000000000,94.4700
18288,,3046.6000000000000000,6093.2000
18287,,36.0800000000000000,72.1600
18286,,70.7750000000000000,141.5500
18285,,70.7750000000000000,141.5500
18284,,3014.7850000000000000,6029.5700
18283,,64.4700000000000000,128.9400
18282,,15.4850000000000000,30.9700
18281,,3040.5500000000000000,6081.1000
18280,,63.2800000000000000,126.5600
18279,,81.0100000000000000,162.0200
18278,,79.4750000000000000,158.9500
18277,,3035.2950000000000000,6070.5900
18276,,3053.3000000000000000,6106.6000
18275,,3010.8100000000000000,6021.6200
18274,,15.4850000000000000,30.9700
18273,,3052.1050000000000000,6104.2100
18272,,3028.3050000000000000,6056.6100
18271,,59.9750000000000000,119.9500
18270,,47.2350000000000000,94.4700
18269,,3056.6000000000000000,6113.2000
18268,,3051.0950000000000000,6102.1900
18267,,32.4900000000000000,64.9800
18266,,36.1300000000000000,72.2600
18265,,32.4900000000000000,64.9800
18264,,34.9850000000000000,69.9700
18263,,63.4700000000000000,126.9400
18262,,71.2250000000000000,142.4500
18261,,42.9800000000000000,85.9600
18260,,3017.8000000000000000,6035.6000
18259,,15.4850000000000000,30.9700
18258,,22.9750000000000000,45.9500
18257,,57.9750000000000000,115.9500
18256,,49.4800000000000000,98.9600
18255,,3033.6000000000000000,6067.2000
18254,,3010.8100000000000000,6021.6200
18253,,22.9750000000000000,45.9500
18252,,3010.8100000000000000,6021.6200
18251,,3017.8000000000000000,6035.6000
18250,,3029.1050000000000000,6058.2100
18249,,3022.2950000000000000,6044.5900
18248,,3018.9450000000000000,6037.8900
18247,,42.4800000000000000,84.9600
18246,,3015.3050000000000000,6030.6100
18245,,3010.8100000000000000,6021.6200
18244,,3010.8100000000000000,6021.6200
18243,,3029.1050000000000000,6058.2100
18242,,3060.8550000000000000,6121.7100
18241,,3029.1050000000000000,6058.2100
18240,,3049.2900000000000000,6098.5800
18239,,3015.3050000000000000,6030.6100
18238,,3015.3050000000000000,6030.6100
18237,,2318.9600000000000000,2318.9600
18236,,2414.9900000000000000,2414.9900
18235,,39.9800000000000000,39.9800
18234,,1754.9800000000000000,1754.9800
18233,,1732.2600000000000000,1732.2600
18232,,2369.9700000000000000,2369.9700
18231,,2414.9900000000000000,2414.9900
18230,,4.9900000000000000,4.9900
18229,,1700.9900000000000000,1700.9900
18228,,1709.9800000000000000,1709.9800
18227,,1729.9700000000000000,1729.9700
18226,,1725.9800000000000000,1725.9800
18225,,2349.9600000000000000,2349.9600
18224,,2394.4500000000000000,2394.4500
18223,,39.9800000000000000,39.9800
18222,,3022.2950000000000000,6044.5900
18221,,22.9750000000000000,45.9500
18220,,3010.8100000000000000,6021.6200
18219,,3019.2800000000000000,6038.5600
18218,,3010.8100000000000000,6021.6200
18217,,3028.3050000000000000,6056.6100
18216,,19.4600000000000000,38.9200
18215,,75.4850000000000000,150.9700
18214,,3046.6000000000000000,6093.2000
18213,,3035.2950000000000000,6070.5900
18212,,3014.7850000000000000,6029.5700
18211,,32.9800000000000000,65.9600
18210,,3022.2950000000000000,6044.5900
18209,,3028.3050000000000000,6056.6100
18208,,3017.8000000000000000,6035.6000
18207,,3044.7950000000000000,6089.5900
18206,,32.9800000000000000,65.9600
18205,,3028.3050000000000000,6056.6100
18204,,2066.6200000000000000,4133.2400
18203,,2086.1250000000000000,4172.2500
18202,,2071.6300000000000000,4143.2600
18201,,2078.8650000000000000,4157.7300
18200,,2075.2650000000000000,4150.5300
18199,,49.9700000000000000,99.9400
18198,,2071.6250000000000000,4143.2500
18197,,15.4850000000000000,30.9700
18196,,2066.6200000000000000,4133.2400
18195,,47.2350000000000000,94.4700
18194,,42.9800000000000000,85.9600
18193,,2072.7700000000000000,4145.5400
18192,,31.9850000000000000,63.9700
18191,,47.2350000000000000,94.4700
18190,,15.4850000000000000,30.9700
18189,,2059.1300000000000000,4118.2600
18188,,3046.6000000000000000,6093.2000
18187,,44.9100000000000000,44.9100
18186,,69.7200000000000000,139.4400
18185,,1666.1937500000000000,3332.3875
18184,,89.9700000000000000,89.9700
18183,,1671.6787500000000000,3343.3575
18182,,4.9900000000000000,4.9900
18181,,92.9600000000000000,185.9200
18180,,12.9400000000000000,12.9400
18179,,4.9900000000000000,4.9900
18178,,25.7300000000000000,51.4600
18177,,2347.8541666666666667,7043.5625
18176,,1672.6987500000000000,3345.3975
18175,,1532.0341000000000000,3064.0682
18174,,7.2800000000000000,7.2800
18173,,2396.4500000000000000,7189.3500
18172,,38.6350000000000000,77.2700
18171,,1659.6987500000000000,3319.3975
18170,,39.9800000000000000,39.9800
18169,,7.2800000000000000,7.2800
18168,,2302.5175000000000000,6907.5525
18167,,1702.7037500000000000,3405.4075
18166,,2400.1233333333333333,7200.3700
18165,,41.1300000000000000,82.2600
18164,,1665.2087500000000000,3330.4175
18163,,1522.0291000000000000,3044.0582
18162,,7.2800000000000000,7.2800
18161,,7.2800000000000000,7.2800
18160,,2304.8641666666666667,6914.5925
18159,,21.9800000000000000,21.9800
18158,,2289.8708333333333333,6869.6125
18157,,1699.7037500000000000,3399.4075
18156,,41.1300000000000000,82.2600
18155,,67.7150000000000000,135.4300
18154,,66.4400000000000000,66.4400
18153,,4.9900000000000000,4.9900
18152,,76.9700000000000000,76.9700
18151,,76.9700000000000000,76.9700
18150,,76.9700000000000000,76.9700
18149,,25.1150000000000000,50.2300
18148,,759.2891000000000000,1518.5782
18147,,2310.1975000000000000,6930.5925
18146,,31.9700000000000000,31.9700
18145,,71.9700000000000000,71.9700
18144,,31.9700000000000000,31.9700
18143,,1531.5291000000000000,3063.0582
18142,,24.2700000000000000,24.2700
18141,,2324.2875000000000000,6972.8625
18140,,1913.8025000000000000,5741.4075
18139,,1921.4758333333333333,5764.4275
18138,,75.9700000000000000,75.9700
18137,,1521.5291000000000000,3043.0582
18136,,2301.5341666666666667,6904.6025
18135,,2307.1941666666666667,6921.5825
18134,,1910.8225000000000000,5732.4675
18133,,1926.8225000000000000,5780.4675
18132,,1517.0341000000000000,3034.0682
18131,,1510.6891000000000000,3021.3782
18130,,1914.6558333333333333,5743.9675
18129,,96.4600000000000000,96.4600
18128,,85.4800000000000000,85.4800
18127,,2327.3575000000000000,6982.0725
18126,,2315.1941666666666667,6945.5825
18125,,1913.1658333333333333,5739.4975
18124,,56.9700000000000000,56.9700
18123,,4.9900000000000000,4.9900
18122,,2439.9900000000000000,2439.9900
18121,,1793.4700000000000000,1793.4700
18120,,1725.9800000000000000,1725.9800
18119,,13.9800000000000000,13.9800
18118,,1750.9800000000000000,1750.9800
18117,,13.9800000000000000,13.9800
18116,,2376.9600000000000000,2376.9600
18115,,13.9800000000000000,13.9800
18114,,58.9800000000000000,58.9800
18113,,2391.9600000000000000,2391.9600
18112,,64.4700000000000000,64.4700
18111,,4.9900000000000000,4.9900
18110,,12.9400000000000000,12.9400
18109,,123.4800000000000000,123.4800
18108,,1735.9800000000000000,1735.9800
18107,,13.9800000000000000,13.9800
18106,,4.9900000000000000,4.9900
18105,,39.9800000000000000,39.9800
18104,,13.9800000000000000,13.9800
18103,,1735.9800000000000000,1735.9800
18102,,4.9900000000000000,4.9900
18101,,64.4700000000000000,64.4700
18100,,59.9800000000000000,59.9800
18099,,4.9900000000000000,4.9900
18098,,1754.9800000000000000,1754.9800
18097,,39.9800000000000000,39.9800
18096,,1735.9800000000000000,1735.9800
18095,,58.9800000000000000,58.9800
18094,,68.4900000000000000,68.4900
18093,,13.9800000000000000,13.9800
18092,,1789.4500000000000000,1789.4500
18091,,1750.9800000000000000,1750.9800
18090,,32.4550000000000000,64.9100
18089,,1735.9800000000000000,1735.9800
18088,,1735.9800000000000000,1735.9800
18087,,13.9800000000000000,13.9800
18086,,1723.9600000000000000,1723.9600
18085,,1764.9600000000000000,1764.9600
18084,,1775.4700000000000000,1775.4700
18083,,89.9700000000000000,89.9700
18082,,67.9700000000000000,67.9700
18081,,25.9850000000000000,51.9700
18080,,1737.9200000000000000,1737.9200
18079,,1700.9900000000000000,1700.9900
18078,,100.4700000000000000,200.9400
18077,,80.2200000000000000,160.4400
18076,,67.9300000000000000,67.9300
18075,,2394.9700000000000000,2394.9700
18074,,58.9800000000000000,58.9800
18073,,13.9800000000000000,13.9800
18072,,4.9900000000000000,4.9900
18071,,68.4900000000000000,68.4900
18070,,4.9900000000000000,4.9900
18069,,4.9900000000000000,4.9900
18068,,2439.9900000000000000,2439.9900
18067,,2380.4700000000000000,2380.4700
18066,,2344.9600000000000000,2344.9600
18065,,77.7350000000000000,155.4700
18064,,58.9800000000000000,58.9800
18063,,54.9800000000000000,54.9800
18062,,63.9700000000000000,63.9700
18061,,4.9900000000000000,4.9900
18060,,1700.9900000000000000,1700.9900
18059,,1714.9700000000000000,1714.9700
18058,,39.9800000000000000,39.9800
18057,,1700.9900000000000000,1700.9900
18056,,1725.9800000000000000,1725.9800
18055,,71.9550000000000000,143.9100
18054,,53.4650000000000000,106.9300
18053,,7.2800000000000000,7.2800
18052,,1735.9800000000000000,1735.9800
18051,,1735.9800000000000000,1735.9800
18050,,1750.9800000000000000,1750.9800
18049,,1785.9700000000000000,1785.9700
18048,,64.9700000000000000,64.9700
18047,,1368.2087500000000000,2736.4175
18046,,1217.5391000000000000,2435.0782
18045,,1970.7662500000000000,3941.5325
18044,,32.2700000000000000,32.2700
18043,,34.9800000000000000,34.9800
18042,,29.9800000000000000,29.9800
18041,,32.2700000000000000,32.2700
18040,,193.9800000000000000,193.9800
18039,,1225.0391000000000000,2450.0782
18038,,1217.5391000000000000,2435.0782
18037,,49.4800000000000000,49.4800
18036,,24.9900000000000000,24.9900
18035,,63.9700000000000000,63.9700
18034,,63.9700000000000000,63.9700
18033,,24.9900000000000000,24.9900
18032,,144.4500000000000000,144.4500
